UniProt	Ensembl
Q6TEK4	ENSRNOG00000050828
Q6TEK3	ENSRNOG00000018291
Q6TEK3	ENSRNOG00000058750
Q6QZQ4	ENSRNOG00000048897
Q91ZQ0	ENSRNOG00000003967
B5DEK8	ENSRNOG00000006646
Q6AY86	ENSRNOG00000030683
Q63616	ENSRNOG00000013149
P0C0A1	ENSRNOG00000051179
B2RZ78	ENSRNOG00000001274
O08700	ENSRNOG00000021173
F1LSG8	ENSRNOG00000009894
O55166	ENSRNOG00000000470
Q5J3M3	ENSRNOG00000029263
Q4KLY3	ENSRNOG00000054219
Q5M7U7	ENSRNOG00000010480
Q501W4	ENSRNOG00000015279
Q642A6	ENSRNOG00000018338
Q6MG64	ENSRNOG00000000860
Q66H58	ENSRNOG00000012469
Q5XII5	ENSRNOG00000010520
Q5BJU7	ENSRNOG00000047476
Q5PQQ2	ENSRNOG00000005505
Q5PQQ2	ENSRNOG00000049593
Q5HZF2	ENSRNOG00000011678
P61480	ENSRNOG00000017340
Q5RKI0	ENSRNOG00000028498
A6N6J5	ENSRNOG00000028783
Q4V8C4	ENSRNOG00000002253
Q498M4	ENSRNOG00000008212
Q4V7A0	ENSRNOG00000012803
Q5XFW6	ENSRNOG00000020185
Q5EB92	ENSRNOG00000013336
Q4V8G4	ENSRNOG00000006999
Q9ERH3	ENSRNOG00000018387
D4A929	ENSRNOG00000003243
Q5FVP5	ENSRNOG00000021628
B2RYI0	ENSRNOG00000010421
Q63802	ENSRNOG00000010017
Q6IE40	ENSRNOG00000032412
O70280	ENSRNOG00000015904
Q8CHN3	ENSRNOG00000014739
Q6IE41	ENSRNOG00000031380
P0C5J5	ENSRNOG00000021578
Q6IN38	ENSRNOG00000004476
Q9Z0G8	ENSRNOG00000009571
Q6AY57	ENSRNOG00000001114
Q6P689	ENSRNOG00000036816
Q9JIH7	ENSRNOG00000009956
Q7TPK6	ENSRNOG00000020441
Q6P6S5	ENSRNOG00000001629
Q505J3	ENSRNOG00000007869
Q9R0I6	ENSRNOG00000006967
Q5GH60	ENSRNOG00000054136
Q5GH59	ENSRNOG00000027276
Q5GH56	ENSRNOG00000009180
Q80U96	ENSRNOG00000009935
O54975	ENSRNOG00000012084
Q9ESZ0	ENSRNOG00000019915
Q2EJA0	ENSRNOG00000005933
F1LM93	ENSRNOG00000037227
Q6PEC3	ENSRNOG00000020616
Q6P6G5	ENSRNOG00000010512
Q5XIT3	ENSRNOG00000022043
Q6TUD4	ENSRNOG00000018998
Q5M7T4	ENSRNOG00000005610
Q5XID0	ENSRNOG00000014564
Q4QQU5	ENSRNOG00000006642
Q5EGY4	ENSRNOG00000014785
Q9R0S5	ENSRNOG00000010296
Q5XID5	ENSRNOG00000060130
Q499R4	ENSRNOG00000025424
Q9QY02	ENSRNOG00000001996
Q02975	ENSRNOG00000003634
Q499R0	ENSRNOG00000036592
Q7TSX9	ENSRNOG00000026150
Q3B725	ENSRNOG00000000308
B1WBS3	ENSRNOG00000037562
Q3SWU4	ENSRNOG00000005578
B1WBU4	ENSRNOG00000008300
D4A8X0	ENSRNOG00000014689
A0JPN4	ENSRNOG00000009131
Q6AYP4	ENSRNOG00000027115
Q6U6G5	ENSRNOG00000005256
Q5HZA3	ENSRNOG00000013162
Q6TQE1	ENSRNOG00000028501
Q498S6	ENSRNOG00000002882
Q499V6	ENSRNOG00000004996
Q6DGF5	ENSRNOG00000015791
Q2TGJ4	ENSRNOG00000002751
E9PTT0	ENSRNOG00000003803
Q2TGI8	ENSRNOG00000011285
Q76IC6	ENSRNOG00000060348
Q2TGI5	ENSRNOG00000019825
Q9JKR5	ENSRNOG00000022686
Q2THW7	ENSRNOG00000006832
Q923G5	ENSRNOG00000017342
B5DF11	ENSRNOG00000018107
Q6DGF4	ENSRNOG00000013506
Q5U2P3	ENSRNOG00000032917
Q4KLG9	ENSRNOG00000018639
A0JPK3	ENSRNOG00000022730
Q4V8A8	ENSRNOG00000020087
Q562A2	ENSRNOG00000011627
Q6P7B7	ENSRNOG00000014903
Q8CJD3	ENSRNOG00000016857
Q5PPF5	ENSRNOG00000014235
Q80Z36	ENSRNOG00000027988
Q4KLI1	ENSRNOG00000001335
O08781	ENSRNOG00000010119
Q6AXZ5	ENSRNOG00000021602
Q7TSV3	ENSRNOG00000007752
Q62806	ENSRNOG00000001789
Q62981	ENSRNOG00000020762
Q62981	ENSRNOG00000046867
Q5PQS2	ENSRNOG00000000638
Q5U2Z0	ENSRNOG00000027234
A0JPL0	ENSRNOG00000020777
Q5PPH4	ENSRNOG00000008378
A1L1L7	ENSRNOG00000033624
Q5RJR4	ENSRNOG00000007707
Q5FWU5	ENSRNOG00000005298
Q504L7	ENSRNOG00000055761
Q7TM96	ENSRNOG00000059443
Q5PPG4	ENSRNOG00000043053
A1L1J6	ENSRNOG00000017001
Q5MYW4	ENSRNOG00000033906
Q642B2	ENSRNOG00000002713
Q99PJ7	ENSRNOG00000018877
Q3MHS2	ENSRNOG00000007578
Q642B9	ENSRNOG00000003981
Q9ERU2	ENSRNOG00000013379
Q7TNK3	ENSRNOG00000016562
Q62720	ENSRNOG00000004749
Q6QIX3	ENSRNOG00000006204
Q5BJM8	ENSRNOG00000013912
P0CE46	ENSRNOG00000004747
Q6X782	ENSRNOG00000007255
Q62975	ENSRNOG00000050761
Q62975	ENSRNOG00000048988
Q5U2S3	ENSRNOG00000000398
Q4V8C2	ENSRNOG00000054479
Q8VIL3	ENSRNOG00000048682
A0A0G2JYJ4	ENSRNOG00000016635
A0A0G2K9Y6	ENSRNOG00000014960
D3ZRJ0	ENSRNOG00000012685
D3ZTP7	ENSRNOG00000009969
D3ZWK0	ENSRNOG00000018378
D4A2S8	ENSRNOG00000024794
D4A2S8	ENSRNOG00000048136
F1M9V6	ENSRNOG00000010161
M0R907	ENSRNOG00000050410
M9VYP0	ENSRNOG00000017243
Q5MYW7	ENSRNOG00000057769
Q6QI79	ENSRNOG00000000532
A0A0H2UHQ2	ENSRNOG00000018529
D3ZJW5	ENSRNOG00000018877
A0A0G2JZ29	ENSRNOG00000039260
A0A0G2KAR8	ENSRNOG00000005052
A0A0U1RS22	ENSRNOG00000019620
D3ZHQ6	ENSRNOG00000024046
D3ZJ05	ENSRNOG00000042266
D3ZSU3	ENSRNOG00000028097
D4A360	ENSRNOG00000001040
D4A545	ENSRNOG00000028259
Q0R3X4	ENSRNOG00000008369
Q767I1	ENSRNOG00000020119
A0A0G2JWJ0	ENSRNOG00000004925
A0A0G2JWM2	ENSRNOG00000020102
D3ZAM6	ENSRNOG00000006827
D3ZGX9	ENSRNOG00000017704
D4A1V0	ENSRNOG00000021872
Q5H8U3	ENSRNOG00000007769
Q62942	ENSRNOG00000029069
Q6S396	ENSRNOG00000023781
A0A0G2K188	ENSRNOG00000057754
A0A0G2K6P0	ENSRNOG00000057953
B5BNW4	ENSRNOG00000010094
D3ZIA5	ENSRNOG00000005037
D3ZTB0	ENSRNOG00000011420
D3ZY19	ENSRNOG00000010652
D3ZY51	ENSRNOG00000010076
D4A0E8	ENSRNOG00000012046
D4A2F2	ENSRNOG00000010883
D4A6P1	ENSRNOG00000027098
G3V844	ENSRNOG00000055613
Q5UMH9	ENSRNOG00000010853
Q62797	ENSRNOG00000006231
A0A0G2K3Y9	ENSRNOG00000018803
A0A140UHY3	ENSRNOG00000046950
A0A140UHY3	ENSRNOG00000009437
A1Y2R9	ENSRNOG00000012721
D3ZBD2	ENSRNOG00000056967
D3ZBD2	ENSRNOG00000060941
D3ZBD2	ENSRNOG00000060847
D3ZBD2	ENSRNOG00000061130
D3ZPP7	ENSRNOG00000007508
D3ZPZ7	ENSRNOG00000022804
D3ZT28	ENSRNOG00000023531
D4A106	ENSRNOG00000019670
F1M9X7	ENSRNOG00000015835
D3ZNQ5	ENSRNOG00000043223
D3ZX73	ENSRNOG00000003675
D4A0J0	ENSRNOG00000010042
F1MAG9	ENSRNOG00000021014
G3V7B4	ENSRNOG00000061394
M0RD20	ENSRNOG00000045747
M0RD20	ENSRNOG00000048194
M0RDY1	ENSRNOG00000046937
M0RDY1	ENSRNOG00000048894
Q4R1A4	ENSRNOG00000001633
Q7TPH3	ENSRNOG00000046366
Q7TPJ3	ENSRNOG00000000913
Q6MFY2	ENSRNOG00000022107
Q6S3A0	ENSRNOG00000023781
A0A0A0MXZ8	ENSRNOG00000020032
A0A0A0MY07	ENSRNOG00000023202
A0A0G2JXX8	ENSRNOG00000014678
A0A0U1RVI9	ENSRNOG00000022934
D3ZUZ4	ENSRNOG00000004337
D3ZVG0	ENSRNOG00000045804
D4A4R8	ENSRNOG00000002175
D4A831	ENSRNOG00000012045
D4ABK4	ENSRNOG00000027658
A0A0G2JXW4	ENSRNOG00000011621
A0A0G2K7L6	ENSRNOG00000054515
D3ZDA2	ENSRNOG00000004812
D3ZJA3	ENSRNOG00000013851
D3ZJH2	ENSRNOG00000020269
D3ZLT6	ENSRNOG00000006224
D3ZN06	ENSRNOG00000020197
D3ZN06	ENSRNOG00000050278
D3ZN06	ENSRNOG00000052685
D3ZYA2	ENSRNOG00000031569
F1LXS7	ENSRNOG00000008101
M0R7C4	ENSRNOG00000047091
Q6MG66	ENSRNOG00000048725
A0A0G2JZG4	ENSRNOG00000004068
A0A0G2K635	ENSRNOG00000011669
A0A140TAI3	ENSRNOG00000011621
B5BUZ1	ENSRNOG00000054251
D3Z9I7	ENSRNOG00000047478
D3ZB55	ENSRNOG00000018102
D3ZFX4	ENSRNOG00000009515
D3ZG00	ENSRNOG00000004844
D3ZM97	ENSRNOG00000006428
D3ZMK9	ENSRNOG00000011407
D3ZN56	ENSRNOG00000021518
D4A704	ENSRNOG00000032447
D4A7I8	ENSRNOG00000006813
D4AA06	ENSRNOG00000016680
F1LVT0	ENSRNOG00000002951
Q05KR1	ENSRNOG00000014504
Q1HI69	ENSRNOG00000020142
Q9EQ04	ENSRNOG00000006967
D4A3V0	ENSRNOG00000007118
D4A585	ENSRNOG00000020637
D3ZY96	ENSRNOG00000024330
Q63662	ENSRNOG00000018740
A0A0G2KAH3	ENSRNOG00000016181
A0A0G2KB91	ENSRNOG00000036833
A5I9F0	ENSRNOG00000047605
D3ZL84	ENSRNOG00000025948
D3ZVL4	ENSRNOG00000038819
D3ZZN2	ENSRNOG00000032703
D4A9T5	ENSRNOG00000015596
F1LPZ8	ENSRNOG00000003812
F1LQZ4	ENSRNOG00000007372
F1LTQ4	ENSRNOG00000016306
I1VWN0	ENSRNOG00000013103
Q6TXG2	ENSRNOG00000021086
Q8K3G3	ENSRNOG00000000875
A0A0G2JSW3	ENSRNOG00000058105
A0A0G2JVF1	ENSRNOG00000008463
A0A0G2JWW8	ENSRNOG00000004844
A0A0G2JYN4	ENSRNOG00000001852
A0A0G2K3Q3	ENSRNOG00000010392
A1E5S7	ENSRNOG00000006235
D0IN10	ENSRNOG00000004805
D3Z805	ENSRNOG00000027221
D3ZTI3	ENSRNOG00000013503
D4A820	ENSRNOG00000020743
F1M6C4	ENSRNOG00000011105
G3V718	ENSRNOG00000055684
M0R5C8	ENSRNOG00000047332
M0R5C8	ENSRNOG00000047291
M0R5C8	ENSRNOG00000045993
M0R5C8	ENSRNOG00000049831
M0R5C8	ENSRNOG00000053897
M0R5C8	ENSRNOG00000060027
M0RCJ1	ENSRNOG00000047363
Q6IMA9	ENSRNOG00000029628
Q7TP22	ENSRNOG00000028216
Q811Q5	ENSRNOG00000048651
A0A0G2JV31	ENSRNOG00000012084
A0A0G2JYH7	ENSRNOG00000054560
A0A0G2K9K5	ENSRNOG00000000809
D3ZSU5	ENSRNOG00000048146
D3ZSU5	ENSRNOG00000047484
D3ZSU5	ENSRNOG00000061871
D3ZYB4	ENSRNOG00000014876
D4AB20	ENSRNOG00000030983
F1LNF0	ENSRNOG00000020014
F1LT94	ENSRNOG00000028090
F1M7N7	ENSRNOG00000013194
I1SRC4	ENSRNOG00000015654
M0RAH8	ENSRNOG00000045922
M0RAH8	ENSRNOG00000049059
M0RAH8	ENSRNOG00000046375
Q7TQ76	ENSRNOG00000015491
Q7TS62	ENSRNOG00000007946
A0A0G2JTA0	ENSRNOG00000017607
D3Z8D1	ENSRNOG00000032990
D3Z992	ENSRNOG00000009000
D3ZGL1	ENSRNOG00000009347
D3ZNG4	ENSRNOG00000011161
D4A0H4	ENSRNOG00000015292
D4A3P4	ENSRNOG00000014775
F1LNQ7	ENSRNOG00000016070
F7EQ04	ENSRNOG00000022429
Q8R522	ENSRNOG00000020039
A0A0G2JZ26	ENSRNOG00000011521
A0A0G2JZ48	ENSRNOG00000056462
B3VQJ0	ENSRNOG00000000007
D3ZBY5	ENSRNOG00000012500
D3ZQV0	ENSRNOG00000031385
D3ZTC6	ENSRNOG00000022354
D4A084	ENSRNOG00000043392
D4A0G0	ENSRNOG00000009473
D4A3M8	ENSRNOG00000017155
D4A4E8	ENSRNOG00000012213
D4AEC2	ENSRNOG00000008741
F1LRE1	ENSRNOG00000014915
G3V821	ENSRNOG00000048563
G3V821	ENSRNOG00000050877
M0R5I3	ENSRNOG00000031032
M0R6Q9	ENSRNOG00000048849
Q6QI16	ENSRNOG00000000340
Q7TPH2	ENSRNOG00000046366
A0A0G2JX56	ENSRNOG00000015202
A0A0G2K422	ENSRNOG00000014629
D3ZFK0	ENSRNOG00000016123
D3ZK09	ENSRNOG00000025318
D3ZS21	ENSRNOG00000023318
D3ZU31	ENSRNOG00000018980
D4A8S3	ENSRNOG00000026169
D4ACA6	ENSRNOG00000010653
D3ZDL1	ENSRNOG00000000605
D3ZU20	ENSRNOG00000028238
Q4TU73	ENSRNOG00000040026
D3Z877	ENSRNOG00000009661
D4AAI2	ENSRNOG00000013220
Q8CJE3	ENSRNOG00000013641
Q9R104	ENSRNOG00000016967
A0A0G2JVN2	ENSRNOG00000054957
A0A0G2JX10	ENSRNOG00000003186
A0A0G2JYJ6	ENSRNOG00000052167
D3ZAX0	ENSRNOG00000007084
D3ZQ09	ENSRNOG00000040205
D4A6T6	ENSRNOG00000013598
D4A716	ENSRNOG00000006264
D4AA10	ENSRNOG00000000987
F1LSD1	ENSRNOG00000054757
F7FHF7	ENSRNOG00000046447
F7FHF7	ENSRNOG00000046424
O35531	ENSRNOG00000038835
P97949	ENSRNOG00000000457
A0A0G2JZI0	ENSRNOG00000050543
A0A0G2K6Z6	ENSRNOG00000046261
A0A0G2QC48	ENSRNOG00000006649
D3Z9G0	ENSRNOG00000008145
D4A3L8	ENSRNOG00000045682
D4A3L8	ENSRNOG00000060654
D4A670	ENSRNOG00000003263
G3V619	ENSRNOG00000056647
M0RE03	ENSRNOG00000052096
Q14U74	ENSRNOG00000012146
Q66SY1	ENSRNOG00000018322
A0A0G2K171	ENSRNOG00000057256
A0A0G2K6N4	ENSRNOG00000014504
A0A0G2K747	ENSRNOG00000012100
D3ZJQ5	ENSRNOG00000023346
D3ZTY9	ENSRNOG00000003629
D4A758	ENSRNOG00000002129
D4A834	ENSRNOG00000037908
F1LN43	ENSRNOG00000004858
F7FHR5	ENSRNOG00000029651
M0RDK4	ENSRNOG00000008323
Q6MG34	ENSRNOG00000050210
Q6S399	ENSRNOG00000023781
W0NT44	ENSRNOG00000005307
A0A0G2K2X1	ENSRNOG00000058151
D3Z8G3	ENSRNOG00000011829
D3ZAG0	ENSRNOG00000004033
D3ZBM0	ENSRNOG00000027432
D3ZI99	ENSRNOG00000025629
D3ZIA9	ENSRNOG00000004766
D3ZNW5	ENSRNOG00000030515
D4A3L3	ENSRNOG00000005932
G3V896	ENSRNOG00000059640
Q6TXE1	ENSRNOG00000019369
C0JPT7	ENSRNOG00000054890
D4A995	ENSRNOG00000000123
D4AAS0	ENSRNOG00000024623
D4AC73	ENSRNOG00000031769
Q6TXH5	ENSRNOG00000009873
S5NB67	ENSRNOG00000046667
Q6MFX4	ENSRNOG00000050443
A0A0G2K0A6	ENSRNOG00000010094
D3ZQW9	ENSRNOG00000049276
D3ZZA3	ENSRNOG00000004779
D4A5H5	ENSRNOG00000012312
D4AE76	ENSRNOG00000014257
F7EY07	ENSRNOG00000011358
M0R3J4	ENSRNOG00000016289
M0RCD9	ENSRNOG00000050091
Q91ZM0	ENSRNOG00000011133
A0A0G2JSL4	ENSRNOG00000011375
A0A0G2JSY3	ENSRNOG00000011561
A0A0G2JSZ9	ENSRNOG00000047816
A0A0G2K8Y0	ENSRNOG00000003136
D3ZCG5	ENSRNOG00000012622
D3ZCJ3	ENSRNOG00000012663
D4A0V8	ENSRNOG00000016279
D4A0V9	ENSRNOG00000016199
D4ACC4	ENSRNOG00000019254
L0N559	ENSRNOG00000010378
M0RDB0	ENSRNOG00000049975
A0A0G2JZ52	ENSRNOG00000033790
A0A0G2K309	ENSRNOG00000011881
A0A0G2K4K6	ENSRNOG00000017728
D3ZC16	ENSRNOG00000056376
D3ZDB9	ENSRNOG00000003794
D3ZDG9	ENSRNOG00000017868
D4A9D7	ENSRNOG00000020157
E9PTN3	ENSRNOG00000027365
E9PTN3	ENSRNOG00000057095
Q9JJI3	ENSRNOG00000009273
A0A0G2JYR1	ENSRNOG00000059615
D3ZMW5	ENSRNOG00000020353
D3ZZM6	ENSRNOG00000046897
D3ZZM6	ENSRNOG00000056703
F2YRM9	ENSRNOG00000011644
D3ZEM0	ENSRNOG00000020571
F1M644	ENSRNOG00000039891
A0A0G2K4S9	ENSRNOG00000017164
A7M746	ENSRNOG00000032859
D3Z8H0	ENSRNOG00000020763
D3ZLA3	ENSRNOG00000006298
D3ZWB5	ENSRNOG00000000507
D4A0G7	ENSRNOG00000059793
D4A244	ENSRNOG00000005642
D4A4S7	ENSRNOG00000029055
M0R6E1	ENSRNOG00000047125
M0RD75	ENSRNOG00000007663
M0RD75	ENSRNOG00000049025
Q5CC44	ENSRNOG00000000774
Q99JD5	ENSRNOG00000015514
A0A0H2UHI1	ENSRNOG00000010053
D3ZFK8	ENSRNOG00000018051
D3ZJF7	ENSRNOG00000020435
D3ZV88	ENSRNOG00000015517
Q6PW39	ENSRNOG00000004067
D3ZJY8	ENSRNOG00000052725
D3ZI47	ENSRNOG00000015499
D3ZIT4	ENSRNOG00000001283
D3ZYT9	ENSRNOG00000015242
A0A0G2K2Y6	ENSRNOG00000055339
F1M9W9	ENSRNOG00000022202
G8CYZ7	ENSRNOG00000059705
Q4VFZ4	ENSRNOG00000014626
A0A0G2K2K7	ENSRNOG00000054218
A0A0G2K7Z1	ENSRNOG00000016867
D3ZBG8	ENSRNOG00000024212
D3ZBI1	ENSRNOG00000008922
D3ZFQ4	ENSRNOG00000021782
D3ZIG3	ENSRNOG00000005009
D3ZNW9	ENSRNOG00000021793
D3ZSN7	ENSRNOG00000025269
D3ZVC6	ENSRNOG00000004247
D3ZVC6	ENSRNOG00000049622
D3ZYY3	ENSRNOG00000031478
D4A263	ENSRNOG00000014162
D4A3Q2	ENSRNOG00000015389
D4A516	ENSRNOG00000003215
F1LMY9	ENSRNOG00000020532
F1M6W4	ENSRNOG00000017027
F1MA36	ENSRNOG00000058842
F7FAP6	ENSRNOG00000028779
M0RAB8	ENSRNOG00000053275
M0RAB8	ENSRNOG00000048452
M0RAB8	ENSRNOG00000056830
M0RAB8	ENSRNOG00000058738
M0RE20	ENSRNOG00000047136
M0RE20	ENSRNOG00000046061
Q6QI82	ENSRNOG00000012088
Q8R5L5	ENSRNOG00000053662
Q9EP88	ENSRNOG00000006871
W4VSR7	ENSRNOG00000050119
A0A0G2K0B0	ENSRNOG00000010186
A0A0G2JSH0	ENSRNOG00000000962
A0A0H2UHM9	ENSRNOG00000015528
B6RGM2	ENSRNOG00000002266
D3ZUV2	ENSRNOG00000013281
D3ZVB7	ENSRNOG00000029792
D3ZVB7	ENSRNOG00000047786
F1M4A0	ENSRNOG00000011077
F7F9X9	ENSRNOG00000000512
M0RDH1	ENSRNOG00000048417
A0A0G2K3V3	ENSRNOG00000017679
D3Z9N3	ENSRNOG00000004760
D3ZA84	ENSRNOG00000018373
D3ZFE0	ENSRNOG00000033267
D3ZH12	ENSRNOG00000020543
D3ZSK3	ENSRNOG00000012363
D4A6K0	ENSRNOG00000019987
F7ES04	ENSRNOG00000003847
M0RAV4	ENSRNOG00000047820
M0RAV4	ENSRNOG00000045616
A0A0G2K0Y0	ENSRNOG00000000614
D3ZBP8	ENSRNOG00000009154
D3ZF49	ENSRNOG00000000184
D3ZGT6	ENSRNOG00000033663
D3ZKU8	ENSRNOG00000016405
D3ZMP7	ENSRNOG00000005178
D3ZNT8	ENSRNOG00000007675
D3ZPB7	ENSRNOG00000019223
D3ZQ65	ENSRNOG00000016734
D3ZQZ0	ENSRNOG00000042220
D3ZVF3	ENSRNOG00000029938
D4ACQ4	ENSRNOG00000011508
I7GAZ6	ENSRNOG00000037687
Q32KJ5	ENSRNOG00000046159
A0A0G2K1I5	ENSRNOG00000005326
A0A0G2K3I4	ENSRNOG00000057706
A0A0G2K8A2	ENSRNOG00000012008
B0VXR6	ENSRNOG00000002079
B7TXW4	ENSRNOG00000037076
D3Z7Y3	ENSRNOG00000050825
D3Z7Y3	ENSRNOG00000048383
D3ZGR7	ENSRNOG00000003863
D3ZMG4	ENSRNOG00000033441
D3ZXX7	ENSRNOG00000014419
D3ZZA6	ENSRNOG00000060320
D4A0F3	ENSRNOG00000010812
D4A1W0	ENSRNOG00000047837
D4A1W0	ENSRNOG00000061704
D4A374	ENSRNOG00000042522
D4A5T8	ENSRNOG00000002930
D4A855	ENSRNOG00000008353
D4A914	ENSRNOG00000011785
D4AD16	ENSRNOG00000048775
D4AD16	ENSRNOG00000049555
D4A7G8	ENSRNOG00000012735
G3V6H0	ENSRNOG00000050510
Q5J3K4	ENSRNOG00000028877
D3ZD89	ENSRNOG00000012385
D3ZEF1	ENSRNOG00000050901
D3ZEF1	ENSRNOG00000053877
D3ZG07	ENSRNOG00000030374
D3ZG07	ENSRNOG00000049370
D3ZZQ5	ENSRNOG00000021179
D4ACM0	ENSRNOG00000029736
F1LZL1	ENSRNOG00000050885
F1LZL1	ENSRNOG00000040215
F1M9Z0	ENSRNOG00000022164
A0A0G2K0P8	ENSRNOG00000055089
D3Z900	ENSRNOG00000037850
D3ZKQ8	ENSRNOG00000021987
D3ZS97	ENSRNOG00000038197
D3ZU10	ENSRNOG00000023937
D3ZZM0	ENSRNOG00000009832
D4A1S9	ENSRNOG00000031163
D4A7W8	ENSRNOG00000045683
D4A7W8	ENSRNOG00000002382
D4Q8I2	ENSRNOG00000011702
O70185	ENSRNOG00000009795
Q2I6B2	ENSRNOG00000036814
V9GZ80	ENSRNOG00000015799
V9GZ80	ENSRNOG00000058821
A0A0G2K464	ENSRNOG00000054008
A0A0G2K497	ENSRNOG00000005705
A9CMA7	ENSRNOG00000017113
B3SXS4	ENSRNOG00000004900
D3ZKF9	ENSRNOG00000016546
D3ZVJ7	ENSRNOG00000033022
D4A2U2	ENSRNOG00000042465
Q402C1	ENSRNOG00000003260
Q6MG93	ENSRNOG00000048841
Q6MG93	ENSRNOG00000000446
Q6MG93	ENSRNOG00000050170
A0A0G2JSS0	ENSRNOG00000020060
A0A0G2JTP0	ENSRNOG00000043060
A0A0G2K0V3	ENSRNOG00000002378
A0A0G2K5G6	ENSRNOG00000051408
A0A0G2K756	ENSRNOG00000003185
A0A0G2K8P3	ENSRNOG00000058898
A0A0G2K9L6	ENSRNOG00000006695
B0ZTH9	ENSRNOG00000020656
D3ZI34	ENSRNOG00000022990
D3ZN15	ENSRNOG00000011342
D3ZSL5	ENSRNOG00000003407
D3ZTA3	ENSRNOG00000001272
D3ZUF8	ENSRNOG00000007864
D3ZW66	ENSRNOG00000027194
D3ZX69	ENSRNOG00000009567
D3ZZ62	ENSRNOG00000007088
D3ZZN7	ENSRNOG00000007348
D4A1B9	ENSRNOG00000014173
D4A811	ENSRNOG00000020769
D4AA02	ENSRNOG00000001834
D4ADE5	ENSRNOG00000013045
Q6IFV9	ENSRNOG00000051302
Q9JHL7	ENSRNOG00000020578
A0A0G2K0H5	ENSRNOG00000058485
A0A0G2K0H5	ENSRNOG00000005628
A0A0G2K1I6	ENSRNOG00000061582
B5D5S8	ENSRNOG00000000774
D3ZFM1	ENSRNOG00000000415
D3ZI10	ENSRNOG00000046873
D3ZI10	ENSRNOG00000049493
D3ZI10	ENSRNOG00000050632
D3ZJB8	ENSRNOG00000031827
D4A2N1	ENSRNOG00000024414
D4A303	ENSRNOG00000014723
D4A558	ENSRNOG00000003176
D4A558	ENSRNOG00000048085
F1LVC3	ENSRNOG00000009198
M0R7Z4	ENSRNOG00000050347
A0A0G2K3V4	ENSRNOG00000003359
A0S5V8	ENSRNOG00000028072
D3ZF61	ENSRNOG00000012499
D3ZQH9	ENSRNOG00000001431
D4A2E9	ENSRNOG00000001892
D4A9D8	ENSRNOG00000021057
D4A9G3	ENSRNOG00000026136
D4AA36	ENSRNOG00000054203
F1LYY7	ENSRNOG00000007821
M0R5R0	ENSRNOG00000048723
A0A0G2JUK3	ENSRNOG00000052884
A0A0G2JV78	ENSRNOG00000020713
A0A0G2KB65	ENSRNOG00000048357
A0A0G2KB65	ENSRNOG00000047933
D3ZED6	ENSRNOG00000003785
D3ZHT3	ENSRNOG00000010428
D3ZUV1	ENSRNOG00000012690
D3ZWF3	ENSRNOG00000004829
D4A9H2	ENSRNOG00000002947
D4ACC1	ENSRNOG00000010575
D4ACT9	ENSRNOG00000015909
D4ACZ4	ENSRNOG00000057817
D4ACZ4	ENSRNOG00000055809
F1M013	ENSRNOG00000049097
F1M013	ENSRNOG00000047737
Q64596	ENSRNOG00000061527
A0A0G2JVN4	ENSRNOG00000049531
A0A0G2JZL2	ENSRNOG00000058652
A0A0G2K0L6	ENSRNOG00000007701
A0A0G2KB26	ENSRNOG00000019244
A0A0H2UHY4	ENSRNOG00000014314
A0A140TAI6	ENSRNOG00000033473
D3ZC98	ENSRNOG00000053054
D3ZGB5	ENSRNOG00000005307
D3ZI16	ENSRNOG00000001346
D3ZNF4	ENSRNOG00000011216
D3ZQ89	ENSRNOG00000037483
D3ZW19	ENSRNOG00000032569
D3ZXN3	ENSRNOG00000001017
D4A3D9	ENSRNOG00000006962
D4ADS5	ENSRNOG00000004122
D9I2F9	ENSRNOG00000023143
F1LNG5	ENSRNOG00000018903
F1LZ40	ENSRNOG00000023851
G1FBS2	ENSRNOG00000016070
M0R6F4	ENSRNOG00000048793
M0RC47	ENSRNOG00000018903
M0RE14	ENSRNOG00000049215
Q0ZFS5	ENSRNOG00000053210
Q7TPJ6	ENSRNOG00000024170
A0A0G2K2L0	ENSRNOG00000033809
A0A0G2K7Y4	ENSRNOG00000006104
D3Z8E2	ENSRNOG00000006631
D3ZDH4	ENSRNOG00000017525
D3ZEA0	ENSRNOG00000014478
D3ZED9	ENSRNOG00000030180
D3ZH39	ENSRNOG00000031801
D3ZPQ4	ENSRNOG00000007662
D3ZQL3	ENSRNOG00000028768
D3ZTY4	ENSRNOG00000012535
D4AAU8	ENSRNOG00000005555
D4AAU8	ENSRNOG00000049607
D4ACR7	ENSRNOG00000026120
D4ADF5	ENSRNOG00000013250
D4ADF5	ENSRNOG00000050827
F1LRC2	ENSRNOG00000000853
M0RBU0	ENSRNOG00000048472
Q7TP41	ENSRNOG00000003809
Q7TS57	ENSRNOG00000000936
Q9ERL1	ENSRNOG00000003622
A0A0A6YYD7	ENSRNOG00000005753
A0A0G2JWX1	ENSRNOG00000005538
D3ZCB0	ENSRNOG00000037687
D3ZHH8	ENSRNOG00000018232
D3ZLU8	ENSRNOG00000007823
D3ZW63	ENSRNOG00000012608
D4ADD0	ENSRNOG00000004278
M0RBT0	ENSRNOG00000048660
Q5DT39	ENSRNOG00000052803
Q6T487	ENSRNOG00000056756
A0A0G2JUL7	ENSRNOG00000002182
D3ZHC3	ENSRNOG00000011332
